TB. Jaya makmur	-6.575421, 106.960103
harapan makmur	-6.472491, 106.77561
Surya Jaya Sentosa,Cv	-6.311864, 106.480141
HR Mandiri	-6.441835, 106.895174
Tunas Makmur, Tb (Bojong Kulur)	-6.313323333, 106.9698617
Al barokah	-6.62775, 106.659828
sumber rezeki	-6.677379, 106.832295
tb. SBD	-6.56635, 106.995448
Berkah abadi	-6.599112, 106.667113
tb. Sinar tani	-6.582721, 107.091103
TB Ciwaru Jaya	-6.3331144, 106.4627841
 tb. Alam jaya mandiri	-6.593202, 107.131427
Alexander, Pt	-6.427682, 107.0378674
Mitra Jaya, Tb (Setu)	-6.3996441, 106.9683288
tb faqih jaya	-6.8081777, 107.12753
tb bangunan jaya 1	-6.39896893, 106.81196913
Karya Mukti	-6.441134387, 106.8635859
Tb Karya Bangun	-6.447014, 106.808708
St Putra Rahayu, Ud	-6.5798823, 106.6654061
Bangun Jaya Abadi, Tk	-6.5671147, 106.8644511
TB. Tunggal	-6.272425, 106.864314
Mekar Abadi, Tb	-6.365335118, 106.861702
TB. Tata jaya	-6.380682, 106.929699
12 Jaya, Tk	-6.4314245, 107.0057768
Tunas Jaya, Tb (Pitara)	-6.405583333, 106.8052983
Logam Jaya, Tb	-6.575987139, 106.6480051
Mitra murahh	-6.424057, 106.783199
TB Arco Wijayaa	-6.4386841, 106.7455057
TB kafin jaya 2	-6.442957, 106.799895
Sumber Putra Matrial, Tb	-6.51564, 106.8624133
Bangun Lestari, Pb	-6.6607809, 106.6879357
Sinar Jaya Bangunan, Tb (Rancabungur)	-6.5362052, 106.7026086
TB H iming	-6.802853, 107.1277811
Anugrah Jaya (Limo), Tb	-6.3710568848127, 106.773326844634
TB caton art	-6.399368, 106.771786
Karya Bangun (Ciapus), Tb	-6.64256887, 106.771981
TB Tirta Abadi	-6.439914, 106.843066
TB berkah belang mulya	-6.374027, 106.733613
TB Belang Berkah Mulya	-6.373895, 106.733692
TB sumber mass	-6.402548, 106.782079
TB. New century 86	-6.399186, 106.796958
Putra Roda Mas, Tk	-6.447073333, 106.7988867
TB. Sinar Rezeki	-6.5138701, 106.7741318
Setia Makmur, Tk	-6.617511, 106.805772
Mega Pratama, Tb	-6.5488475, 106.623726
Mhd, Tb	-6.4991921, 106.8915948
TB. Barokah	-6.6352163, 106.8351775
Berkat Jaya, Tb (Cianjur)	-6.822435, 107.2577583
Putra Cahaya Agung, Tb	-6.399087825, 106.9296401
Cahaya Sinar Abadi, Tb	-6.46687445, 106.8030451
Abadi Jaya, Tb	-6.395299267, 106.6857841
Bakom Jaya 1	-6.6730941, 106.846792
Agung Adr, Tb (Cinere)	-6.321383722, 106.8017433
Sarana Makmur	-6.5345389, 106.7366221
Amcor Indonesia,Pt	-6.4381722, 107.0670296
Mandiri Putra (Dika Mandiri 2), Tb	-6.554631474, 106.7450218
Opick, Bpk	-6.4979663, 106.8114699
TB Matrial jajang	-6.820798, 107.162112
Indogaz, Pt	-6.4985021, 106.8736742
Pilar Perkasa, Tb	-6.41697, 106.9254467
Jasen Bangunan Indonesia, Cv	-6.3871961, 106.7097974
Cahaya Makmur, Tb (Cidokom)	-6.4095671, 106.7105
Link Bangunan	-6.571539, 106.878144
Surya Jaya, Tk	-6.407050093, 106.9720658
Berkah, Tb	-6.4152662, 106.8698513
Surya Jaya, Tb (Sukabumi)	-6.81671833, 106.72736
Maju Jaya (Cimanggis), Tb	-6.350551243, 106.8424426
Bumi Jaya, Tb	-6.3804176, 106.6806664
Aneka Murah, Tk	-6.52869347, 106.7654671
Sinar Agung, Tb	-6.563623333, 106.8629617
Mawar Jaya, Tb	-6.697076667, 106.7963383
TB sukahati	-6.952291, 106.963431
Cibeteung Indah	-6.484537, 106.696449
Gemilang Arta Graha	-6.3385205, 106.7097971
Perkasa, Tb	-6.358495, 106.81571
Bukit Jaya	-6.4311197, 106.7323353
Hidayah/Indah Jaya, Tb	-6.7202498, 106.6703963
Bj Bangunan, Tb	-6.6184518, 106.635025
TB Malik Jaya	-6.692595, 106.841334
Mekar Jaya, Pb	-6.6848068, 106.6487031
Sarana Kusen ( Kp.Warung Sawah )	-6.4763107, 106.6434595
Berkah Jaya, Tb (Sukabumi Lengkong)	-7.12618807, 106.73397577
Sumber Rejeki ( Gunung Sindur ), Tk	-6.420279265, 106.7320713
Tunas Jaya (Cisalak), Tb	-6.376479991, 106.8636219
Langit Baja (Pancoran Mas), Tb	-6.387866667, 106.7923067
Putra Indah Jaya, Tb	-6.500761667, 106.8525783
Sentosa Jaya, Tb	-6.402763633, 106.6911476
Material Heri,Tb	-6.8072146, 107.146916
Pelangi, Tb	-6.5330312, 106.7610569
Bintang Mas, Tb	-6.523349734, 106.7770726
tb. Padang jaya	-6.3511895, 106.872681
Cibadak Agung, Tk	-6.5595124, 106.6886846
Sari Logam	-6.4598815, 106.7647475
Depo Kahuripan. Tb	-6.4142344, 106.6564003
Java Tiga, Tb	-6.501583333, 106.7164867
Varia Jaya, Tk	-6.470836667, 106.8621433
Andika Residence	-6.4854353, 106.8216279
Timbul Jaya Abadi, Tb	-6.4663664, 106.8393286
Jaya Bangunan Abadi, Tb (Sukabumi)	-6.9443093, 106.9193752
berkah mandiri	-6.935406, 106.951323
Putra Mandiri(Gas Alam), Tb	-6.384910173, 106.8837557
TB. Jaya priangan	-6.3256696, 106.8830917
Cahaya Timur, Tb	-6.572953333, 106.8795667
Sumber Bangunan Sejahtera, Tb (Sukabumi)	-7.04178333, 106.94571833
Al-Basyiah, Tb	-6.467421433, 106.6652864
Berkah Lestari, Tk	-6.7008318, 106.8323364
Cahaya Bangunan	-6.4285139, 106.7434439
Sumber Bangun Rejeki 3, Tk	-6.4960615, 106.7947017
Yayasan Pendidikan Darurrahmah	-6.4186095, 106.9076163
Sinar Baru 3, Tb	-6.351738283, 106.5771053
Maju Terus (Nanggewer), Tb	-6.514963333, 106.8268983
Perumahan Grand Mutiara	-6.4399618, 107.0030126
Setyabudi, Tb	-6.373899928, 106.7586923
Jaya Indah, Tb	-6.36706328, 106.7982133
Giat Jaya	-6.467471667, 106.7652967
mekar jaya abadi	-6.562776, 106.822575
Raja Jaya, Tb	-6.4935761, 106.6548416
Alam Indah, Tb	-6.385078607, 106.8851656
Aria Jaya ( Raya Keradenan ), Tk	-6.502775, 106.8087667
Hijrah Jaya, Tb	-6.511335, 106.89912
Mapan Jaya, Tk	-6.372344904, 106.8541203
Java Dua, Tb	-6.488691667, 106.7290083
TB sejahtera	-6.9200857, 106.8617846
Laris Blok	-6.4172416, 106.7313967
Mitra Anda 	-6.494701, 106.751086
Karya Cipta Mandiri Sejati, Pt Wareho	-7.457939, 143.141907
Budi Jaya, Cv (Ddgbk00045)	-6.3469843, 106.6726468
Murah Jaya	-6.5387293, 106.7699972
TB Cahaya Fajar	-6.4111543, 106.7697211
Bangun Jaya Perkasa,Tb	-6.4104672, 106.9613514
TB murah makmur	-6.748913, 107.047016
Fransia Jaya, Tb	-6.3993792, 106.863011
Jaya Sakti, Tb	-6.54159246, 106.8056003
Swadharma Elok, Tb	-6.42748973614984, 106.738487966359
Bangun Jaya Perkasa, Tb	-6.410741667, 106.9617233
Sinar Bogor Abadi U/P Panjaitan	-6.5022478, 106.4965434
Cahaya Logam Baru	-6.37125197, 106.8829164
Mitra Sukses Makmur, Cv	-6.708246667, 106.8223017
Niaga Jaya, Tb	-6.4335484, 106.6945243
TB 88	-6.638476, 106.750969
Maju Djaya, Pb	-6.6748355, 106.796574
TB. Bintang baru	-6.24081, 106.869136
TB. BANGKIT	-6.3283262, 106.8742152
Lumbung Mineral Sentosa, Pt	-6.4571045, 106.5407299
Tb Padela jaya	-6.41712, 106.851745
Timur Jaya (Cibinong), Tb	-6.469731667, 106.86034
Biru,Tk	-6.625419, 106.6801929
Sinar Mulia Bangunan, Tb	-6.56408553, 106.7635422
Mutiara Agung, Tb	-6.461762309, 106.7795442
Sahabat Ciherang Bogor,Tb	-6.6935284, 106.8381815
Prima Jaya (Cileungsi), Tb	-6.408029372, 106.9616528
Sembada Baja Bangunan, Tk (Cianjur)	-6.80700678, 107.17703805
Mitra Bangunan (Wanaherang), Tb	-6.416706667, 106.9386017
Prima Jaya (Cilodong), Tb	-6.445475196, 106.8293739
TB. Jaya Gemilang	-6.3474887, 106.8855124
Tb. Josh jaya utama	-6.4726598, 107.0851426
tb. Sumber rejeki	-6.388722, 106.968788
TB Bina Jaya	-6.979135, 106.84429
Agung Jaya,Tb	-6.3674368, 106.9534538
Hidup Abadi, Tb	-6.46819317, 106.7607913
Oman,Bpk	-6.5172724, 106.4986103
Sahabat 3, Pb	-6.6039973, 106.7589338
Wahana Agung	-6.5415092, 106.7717232
Tunas Baru	-6.5336761, 106.7943842
Cahaya Block, Tk	-6.5235738, 106.8105976
Cahaya Logam, Tb	-6.4683792, 106.8411314
Mitra Keluarga, Tb (Sukabumi)	-7.32823739, 106.5221874
Sinar Bangunan (Ciomas), Tb	-6.664396667, 106.8763967
TB Berkah jaya	-6.812718, 107.081475
Kawasan Pergudangan Cikeas Sejati, Pr	-6.4815585, 106.8678984
Mitra Bangunan ( Tanah Sareal ), Tb	-6.534609083, 106.7789321
TB Kafin Jaya	-6.4345355, 106.781952
Sumber Rezeki Mandiri, Tb	-6.5361688, 106.8025674
TB sumber pancoran mas	-6.4074421, 106.8014317
Kita Jaya, Tb (Bogor)	-6.5520487, 106.7448886
68,Tb	-6.4268374, 106.7559004
Inti Baja (Gunung Putri), Tb	-6.452325, 106.8981767
Tunas Jaya, Tb (Depok)	-6.45472289, 106.8263013
Rodamas Baru. Tb	-6.519809517, 106.775341
TB Pangles	-6.977585, 106.848115
Family, Tb	-6.321922, 106.9724424
Anugerah, Tb (Cimanggis)	-6.36593482, 106.8595062
Gemilang Jaya	-6.6046494, 106.7615238
Tb pangkalan	-6.9231564, 106.9030456
Maju Jaya (Mekarsari), Tb	-6.364095225, 106.8667682
Stw, Tb	-6.4409588, 106.9854316
Sinar Jaya	-6.444835, 107.0021183
Berkah Jaya Mandiri, Tb	-6.6833122, 106.9385557
Setia Baru, Tk	-6.4315625, 106.7140625
Sinar Logam Jaya, Tb	-6.385501, 106.730241
Intan Bersatu,Tk	-6.4552001, 106.7864108
Sinar Alam 38, Tb	-6.4473996, 106.7409408
Hmz Jaya, Tb	-6.49823906, 106.8748319
mandiri baru cilendek	-6.5752992, 106.7712249
Fikri Jaya, Tb	-6.5319333, 106.8357546
Timur Jaya Puncak	-6.6544297, 106.8631189
Jaya Laguna, Tb	-6.430224, 106.8714317
Mitra Jaya, Tb (Rumpin)	-6.457411667, 106.6464117
baduy liar	-6.9195014, 106.905631
Mitra Anda, Tb	-6.5179443, 106.788526
Sinar Indah 2, Tk	-6.42414, 106.9752783
Ddmas00965 - Pabrik Batako Conblock,	-6.4478015, 106.7042991
Ciawi Jaya Indah, Tb	-6.55841401, 106.7833632
Ds Bangunan, Tb	-6.755401667, 106.7847067
Harapan Jaya (Mekar Sari), Tb	-6.364579783, 106.8667525
Aneka Jaya ( Ciomas), Tb	-6.601584759, 106.7614427
Kembang Jaya, Tb. (Beji)	-6.387404082, 106.8167745
Toko Maju Tapos	-6.70925, 106.878425
TB. Bunga Baru	-6.2333577, 106.8713175
Cahaya Permata, Tb	-6.3979159, 106.7212079
Lucky Mandiri,Tb (Cileungsi)	-6.413108333, 107.020635
Setia Abadi (Gas Alam), Tb	-6.384511682, 106.8818966
Makmur, Tb	-6.61778446, 106.8097495
Sumber Bangunan, Tb. (Pangkalan Jati)	-6.329597103, 106.7978271
Super Bangunan	-6.3586505, 106.9218778
Gunawan, Bpk	-6.4114572, 106.83035
Sinar Khatulistiwa, Tb	-6.48215882, 106.8102342
Jaya Serimpi, Tb	-6.39654459, 106.8348085
Pabrik Batako Semen	-6.467647, 106.8285958
Bangun Persada, Tk ( Katulampa )	-6.6238086, 106.8263921
Jaya Makmur (Jasinga), Tb	-6.556579722, 106.5409208
Sukses Bangunan/Utama Karya Pe	-6.6264611, 106.813413
Jaya Cimanggis, Tb	-6.394787, 106.8650856
Putra Bangunan Tapos	-6.446577008, 106.8638493
Jaya Mandiri, Tb	-6.47518707, 106.7733121
Kantor Pemasaran Parung Panjang	-6.3721368, 106.546372
Rafi Jaya, Cv	-6.567798, 106.6200432
Tb Mitra mega bangunan	-6.44236, 106.809426
TB. Sinar Mentari 	-6.48503969551724, 106.7005732655525
bukti rahayu	-6.920655, 106.950281
Cahaya Abadi, Tb (Tajur)	-6.5045969, 106.8893948
Perumahan Purimas Perkasa	-6.4933335, 106.8182157
Mandiri	-6.635841667, 106.808085
TB sinar ualia	-6.7911262, 107.1702085
Bedahan Jaya. Tb	-6.432958333, 106.772075
Nasinal ciracas	-6.3287367, 106.8848173
TB makmur abadi	-6.4081775, 106.7873838
Bintang Mas Perkasa	-6.4520155, 106.9568038
Mulia Abadi, Tb (Beji)	-6.386278333, 106.8056133
Habib 3, Tb (Sukabumi)	-6.8449186, 106.6903417
Maju Jaya (Cinere), Tb	-6.323431667, 106.79562
Ardi Barokah, Tb	-6.36566088, 106.749115
Sinar Waru 3, Tb	-6.461760217, 106.6665041
Bahagia, Tb (Cianjur)	-6.80585743, 107.17883656
Yudistira, Tk	-1.796255, 103.9038271
Bintang Jaya 2, Tb	-6.36504001, 106.8145489
Anugrah Jaya, Tb (Meruyung)	-6.37112711, 106.7734026
Brh, Cv	-6.553407, 106.851458
Malaka Jaya, Tb	-6.488221667, 107.15
Cahaya Baru, Tb (Tapos)	-6.4507006, 106.86481
Dwi Tunggal Jaya,Tb	-6.4458237, 106.8035044
TB. KURNIA	-6.329054, 106.851303
Cahaya Kaca, Tb (Sukabumi)	-6.99620814, 106.7172448
Delima Jaya	-6.570942, 106.6675879
Super Jaya, Tb	-6.388873333, 106.6317567
Sinar waru	-6.435394, 106.706466
Intan Raya, Tb	-6.36892, 106.7252217
TB. Sederhana	-6.273859, 106.856751
Hidup Sejahtera, Tk	-6.474046667, 106.82313
Cibadak Agung, Tk (Cemplang)	-6.613992699, 106.6556843
Adam Jaya, Tb	-6.633821667, 106.8132
Karya Makmur, Tb	-6.514721667, 106.8389067
Dwijaya Primasarana, Pt	-6.1342258, 106.7291453
Sukses Bangunan/Pt Bukit Intan	-2.1427876, 106.158933
Karisma, Tb	-6.577669, 106.7319218
TB mk baja terus	-6.885462, 107.0847033
Cucu Ii, Ud	-6.422545, 106.4562429
Aneka Bangunan	-6.447112989, 106.8351539
Triputra Jaya, Tk	-6.4379932, 106.8432937
Baja Persada, Tb	-6.383787725, 106.7464787
Murah Jaya Cogreg, Tb	-6.3981026, 106.6878855
Relasi Jaya, Tb	-6.52565234, 106.7397002
Dendri Mutiara, Tb	-6.330301667, 106.9685817
Sumber Kayu Jaya 2, Tb (Cianjur)	-6.91725121, 107.18497951
Pabrik Batako	-6.1403479, 106.7559004
Wijaya Abadi,Tb	-6.3807, 106.809125
Omay, Tb ( Cianjur)	-6.821222033, 107.14829485
toko besi agung agung	-6.4080773, 106.8534457
Angkasa Jaya, Tb	-6.44395087, 106.7761787
Tb Sinar indah	-6.399252, 106.851164
Rheza Mandiri Iii, Tb	-6.430146667, 106.8356283
Kidang Gesit Perkasa, Pt	-6.1514036, 106.7145228
Sunda Waluya, Pd (Cianjur)	-6.86899638, 107.08016186
Sumber Abadi (Gn Sindur), Tb	-6.381319983, 106.7018981
Putra Mandiri ( Kampung Laladon ), Tb	-6.61886, 106.69523
Baros Jaya, Tb (Sukabumi)	-6.93247967, 106.932264
Ampung Luwuk	-6.5554436, 106.5967126
Sinar Bangunan Jaya (Pondok Rajeg),Tb	-6.453606667, 106.8182867
Sanjaya 2	-6.4631455, 106.848594
Inti Maju Jaya, Tb	-6.46537323, 106.7608237
Central Block, Tb	-6.5576007, 106.7619643
hmh	-6.945169, 106.914417
Citayam Bangunan, Tb	-6.44167739, 106.7934336
Semangat Baru, Tb. (Ex Kembang Jaya)	-6.376495359, 106.7840069
Tiga Mas, Tb	-6.398688597, 106.8510298
TB Mandiri	-6.832278, 107.176487
Matahari, Tb	-6.419388333, 106.7528383
Bintang Putri Jaya, Tb	-6.444435, 106.98605
(No Input) Ddspr00048 - Hidup Sejahtera, Tk	-6.4739449, 106.8233328
Bintang Abadi, Tb (Cileungsi)	-6.426953333, 107.0191967
Bintang Mutiara 2, Tb	-6.32809232, 106.7966797
Grogol Mandiri, Tb	-6.37567623, 106.78982994
Depok Jaya Beji	-6.38760379, 106.8143969
Sinar Makmur Tapos, Tb.	-6.441075127, 106.8777198
Cahaya Bangunan (Jonggol)	-6.4449056, 107.0607634
Kembang Jaya 2, Tb	-6.40505027, 106.7892157
Jaya Mulia, Tb	-6.437191426, 106.9102602
Sumber Berkah	-6.4022718, 106.9704941
Murah Abadi (Cilebut), Tb	-6.5197624, 106.7756239
Taman Pabuaran, Tb	-6.6346546, 106.7989505
Aneka Bangunan, Tb (Pasir Kuda)	-6.601149, 106.7817677
TB kumala indah	-6.441529, 106.79624
Sumber Jaya Abadi, Tk	-6.3348128, 106.9667752
Karya Cipta Mandiri Sejati, Pt	-6.2438552, 106.8036661
Multi Talenta Perkasa, Tb	-6.4067401, 106.8904724
Beton Mas, Tb (Sukabumi)	-7.19427805, 106.47603065
Iman Putra, Tb (Sukabumi)	-6.95283316, 106.91442165
Sinar Barokah (Pabuaran), Tb	-6.44494947453421, 106.850086636691
Benteng Jaya, Tb	-6.754695, 106.78188
Mitra Kita, Tb	-6.3599425, 106.7123061
Chandra, Tb	-6.49844, 106.8742767
TB cahaya abadi mart	-6.382079, 106.814265
Megah Anugerah Abadi. Tb	-6.443745, 107.0077233
Murah Jaya Indah	-6.46016493, 106.7425769
Triana Keramik, Tk	-6.588545, 106.83995
Karya Melawi, Tb	-6.387475, 106.8472017
Karya indah	-6.314458, 106.879641
Suryabangun Indoperkasa, Pt	-0.4106715, 101.4059576
Cahaya Lestari, Tb	-6.565876217, 106.5994269
Rm Cikamurang, Tb (Cianjur)	-6.88538455, 106.78701358
sakti jaya	-6.915955, 106.9234955
Farid	-6.9279915, 106.920452
PT. Satria Putra Persada	-6.481543809589926, 106.8107810669991
TB Satria jaya	-6.790888, 107.165587
TB. Mitra utama	-6.3617487, 106.8844096
Sumber Bangun Rejeki/Sumber Jaya	-6.5575755, 106.5716659
TB. Tabuk	-6.36154, 106.907879
TB Sinar Cahaya	-6.3688288, 106.7587142
Arta Bangunan, Tb	-6.548441667, 106.8225017
Barokah Bangunan, Tb	-6.365673333, 106.7491017
(No Input) Mitra Bangunan  / Caringin	-6.7026893, 106.8299955
TB makmur	-6.417045, 106.807752
TB Mapat Jaya	-6.9662301, 106.8713029
Tb. Sinar sejati	-6.378099, 106.995398
TB Sanjaya	-6.40015, 106.7803427
TB Sumber Niaga	-6.4011244, 106.7806972
Rama Jaya 1 (Sukabumi)	-6.9343989, 106.8791156
Didit,Bpk	-6.4454624, 106.8284785
Harapan baru	-6.9733208, 106.8576569
Riswan, Tb	-6.5722112, 106.5908735
25 Pelabuhan Ratu, Tb (Sukabumi)	-7.0002379, 106.5577772
Mitra Utama, Tb	-6.36171606, 106.8845837
Rimba Mandiri, Tb	-6.5685119, 106.7541798
Berkah Sentra Properti, Pt	-6.4504259, 106.8348464
Ali Murah, Tb	-6.511916667, 106.9000583
TB gema jaya	-6.37841, 106.794564
tb 25	-7.0077763, 106.5605482
Tb. Sahabat Mandiri	-6.5792878, 106.7476988
Mega Indah,Tb	-6.4583883, 106.7849905
Jaya Makmur (Tajur Halang), Tb	-6.4758718, 106.7514085
Inti Murah, Tb	-6.6855, 106.847535
Arga Makmur, Tb	-6.33614397, 106.7898083
Mitra Dendri Mutiara, Tb	-6.3301061, 106.9685665
TB rahayu	-6.733692, 106.787715
Indo Bangunan 2	-6.7425308, 106.8057285
Sodara,Tb (Bogor)	-6.44804337, 106.736062
Perum Banjaran Village	-6.4487682, 106.8633591
Surya, Tb	-6.465075072, 106.4472084
berkah ibu	-6.648937, 106.778588
Toko H. Yisuf	-6.510618, 106.650485
Perintis, Tk	-6.67575974, 106.6515389
Pada Suka 2, Tb	-6.384655572, 106.8467218
Jaya Baja Kramik, Tb	-6.4618266, 106.7401424
TB. Erma jaya	-6.3572555, 106.8806779
Cahaya Timur, Tb (Tajur Halang)	-6.46689331, 106.7654752
TB. Sinar Matahari	-6.231484, 106.8716022
Pk Mandiri, Tb	-6.375945, 106.7841033
CV Archiberta	-6.414081, 106.798079
Tiga Maju Mapan	-6.4080745, 106.8026985
Limo Jaya, Tb	-6.386978483, 106.8053591
(Bloksbi)Murah Abadi ( Cipanas )	-6.7119095, 107.0604392
Persada Jaya, Tb	-6.444902304, 106.870519
Mitra Hikmat B, Tb	-6.3677171, 106.7979978
Laris Jaya, Tb	-6.568116322, 106.6702091
Cahaya Abadi (Pamoyanan), Tb	-6.5361846, 106.7478059
TB . Jagorawi	-6.592023357113004, 106.77592763259
Sumber Bangun Rejeki 2, Tb	-0.2465992, 115.7308914
maju truss	-6.922968, 106.9343971
TB Mulur Jaya 	-6.971862, 106.819774
TB sinar jaya	-6.8311443, 107.1636841
Central Pondok Rajek	-6.468317, 106.8233572
Pabrik Batako Engkus	-6.3490457, 107.0324084
Tunas Karya, Tk	-6.365131667, 106.9540517
Anugrah Utama, Tb	-6.4604938, 106.6723122
Roda Mas Jaya, Tk	-6.6310527, 106.8068867
Gemilang Sukses Mandiri, Pb	-6.3986342, 106.9694397
Eco, Pt	-6.3986254, 106.9694508
Karbella Stones, Cv	-6.495445, 107.1173983
TB karya mandiri	-7.211542, 106.6231567
Cemerlang Sukses, Tb	-6.36437973, 106.8429895
Tb Apriel	-6.437419, 106.814939
TB. Sinar setu	-6.318008, 106.920373
Rendi Jaya, Tk (Depok)	-6.4344, 106.7798167
Utama Jaya (Cileungsi), Tb	-6.392433333, 106.9951983
Kinanti, Tb	-6.36238896, 106.8161683
Cahaya Mandiri (Dramaga), Tb	-6.576926205, 106.7339755
Metro Bangunan, Tk	-6.4617797, 106.7401462
Putra Harapan Jaya, Tb	-6.518128957, 106.4992959
Mitra Jaya Mandiri, Tb	-6.450289161, 106.8532028
Sinar Aulia, Ud	-6.370366984, 106.8833034
Mulia Jaya (Lembah Hijau), Tb	-6.360947544, 106.8701548
Tb. Nusa indah	-6.3107428, 106.8051732
Mitra Usaha Baja, Tb	-6.381858333, 106.7265567
TB karang mas	-6.8964412, 106.8175258
tiga jaya	-6.922888, 106.938811
Sinar abadi jonggol	-6.4584711, 107.0425488
Raja sakti	-6.475648, 106.778804
Friziq, Tb	-6.490345798, 106.4820531
Semangat Baru, Tb (Sukabumi)	-7.097575, 106.8824033
sumber kahuripan	-6.4608827, 106.9754324
Mukti Waluya, Tb	-6.5837554, 106.8966125
Sido Muncul,Tb	-6.3916179, 106.8478003
Harapan Akbar, Tb	-6.5026103, 106.4453146
Cahaya Baru (Kelapa Dua)	-6.38445, 106.8673917
Cibanteng Agung, Tk	-6.562770344, 106.7174451
Pabrik Paving Blok	-6.4716235, 107.0620473
Aysha, Pb	-6.6878468, 106.9010812
Pabrik Batako Chi Melan	-6.4195462, 106.7323219
Bukit Jaya, Tb	-6.4161632, 106.7342679
Sumber Bangun Rejeki/Irigasi Cikanas	-6.5317165, 106.5377839
simpang	-6.8753814, 106.7984618
TB. FRIZIQ 2	-6.5019071, 106.4926458
Nera Baja, Tb	-6.539691667, 106.8534617
Sinar Mentari 1 (Toko Ym)	-6.4792109, 106.8001396
Restu Ibu, Ud (Beji)	-6.39902184, 106.7913224
Sabar Subur 1, Tk	-6.5150938, 106.9017203
Alam Subur	-6.5780223, 106.6607988
Mitra Niaga Pratama, Tb	-6.444305, 106.9828817
Sri Jaya Mandiri	-6.372408899, 106.85864
rodamas home canter	-6.924654, 106.931468
Bina Bumi, Tb	-6.642310708, 106.6524046
Kuripan Jaya, Tb	-6.42069666666667, 106.656795
Tugu Jaya	-6.684636667, 106.9528167
Sentral Borneo, Tb	-6.608848333, 106.87949
Karya Mandiri (Beji), Tb	-6.362227967, 106.8163166
Sukses Bersama, Tb	-6.4794473, 106.763033
Sahabat Bangunan (Cisarua)	-6.6605135, 106.9175767
Indo Jaya, Tk	-6.6585833, 106.8494895
TB. Cibalok Jaya 2	-6.662131, 106.856775
Sinar Cahaya Mandiri, Tb	-6.45552877219375, 106.761942207813
TB Sukses Jaya Anugrah	-6.44437, 106.739197
 TB . Bangunan 9	-6.610982, 106.792101
Wahana Agung 2	-6.5625076, 106.7163011
TB. Handayani	-6.365869, 106.887061
Andry Jaya 1, Pd	-6.40609186061302, 106.737959906459
TB. Duta jaya 	-6.31551, 106.892836
Askar 1, Tk	-6.54601404, 106.6889407
Sumber Agung	-6.4546494, 106.8967975
TB Putri tunggal	-6.7690264, 107.1964058
TB Hjn Jaya	-6.690935, 106.833681
Makmur Jaya (Jasinga), Tb	-6.41215974, 106.4568812
Suka Maju.Tb	-6.3365192, 106.7905632
Cahaya Kaca	-6.995538, 106.71707
Kota Kembang, Tb	-6.417886424, 106.8267327
Galur Jaya, Tb	-6.4590026, 107.0179588
Airmas Berlian Megah, Pt	-6.1961121, 106.8939367
Maju Berkah, Tb	-6.540032882, 106.782762
Warehouse Satria Putra Persada	-6.5012847, 106.8888642
Berkah Agung, Ud	-6.4247097, 106.9796766
TB Sukatani	-6.7956535, 107.156231
TB Manon jaya putra	-6.9063265, 106.8888765
Mitra Jaya, Tk (Bogor)	-6.4783236, 106.8445882
Fat (8), Tk	-6.481231667, 106.75706
Pusaka Jaya, Tb (Sukabumi)	-6.8956997, 106.9385271
Bintang Mutiara, Tb	-6.3367859, 106.7945418
Logam Mutiara, Tb	-6.4462592, 106.8194074
Buana Jaya, Tb	-6.53244, 106.8119283
Samudra Baru 2	-6.436584856, 107.0654118
Sarana Properti, Tb	-6.4022805, 106.8850657
Jaya Indah	-6.335926667, 106.8065917
Niaga Jaya Laris, Cv.	-6.427131433, 106.6929521
Family Jaya, Ud	-6.5412962, 106.6802033
Mandiri Jaya 1. Ud (Jasinga)	-3.1630505, 101.706183
gbm	-6.8365986, 107.073072
Klik Bangunan, Tk	-6.424413, 106.6929354
Golden Win, Tb	-6.4389127, 107.0204274
Perumahan Grand Sutera Leuwiliang	-6.5842131, 106.6290107
Sastra Makmur, Pd	-6.4282408, 106.4818167
TB Maruna Jaya	-6.3684656, 106.759227
Tb . Almadinah	-6.3211489, 106.8768993
Cendana Pilar Utama, Pt	-6.3649153, 106.7050132
Ikhsan Jaya (Cianjur), Tb	-6.88256046, 107.12140985
TB. Bersaudara	-6.349585, 106.876616
Karya Tangguh Mandiri, Pt	-6.2521886, 106.5821938
Ria Indo Agri, Pt	-6.415205, 106.9411014
Anugrah Mandiri, Tb	-6.368196667, 106.80673
hidup baru Kemang 	-6.522991, 106.751377
Zira 2, Pb	-6.575005, 106.752625
Semangat Mitra Pratama	-6.4281184, 107.0214647
Rs Jaya, Tb (Cianjur)	-6.76243, 107.19397
Pembangunan Jaya, Tb (Ciparigi)	-6.54754347, 106.8120792
Murah Jaya. Tb (Bojongsari)	-6.363683333, 106.73212
Furama, Pt	-6.4592357, 106.7279328
Duta Bangunan,Tb. (Depok)	-6.405938842, 106.7607735
Harapan Jaya. Tb (Pekapuran)	-6.386186774, 106.8814671
Murah Jaya Lwliang	-6.5741514, 106.6320005
cahaya mulia 2	-6.567195, 106.67185
Kencana Makmur, Tb	-6.6073927, 106.7390711
TB. Husin store	-6.3387739, 106.854481
Sri jaya	-6.5055108, 106.868484
Tk hj isah	-6.3586386, 106.4947651
Murah Jaya ( Gunung Sindur ), Tb	-6.368447833, 106.7026227
Cahaya Terang, Tb	-6.46577488, 107.0674536
Gilang Jaya 3, Tb	-6.482273679, 106.860193
