Kalimantan Jaya, Tb	-6.58503423, 106.7709145
Sinar Mutiara, Tb	-6.44804084, 106.7821179
Jaya Makmur (Bojong Nangka), Tb	-6.433889, 106.905444
TB restu ibu 	-6.379631, 106.793922
RR putra	-7.324979, 106.62669
tb. Surya	-6.357306, 106.879874
Tani Jaya, Tk (Sukabumi)	-7.25857812, 106.6259068
Aman Walbarokah, Tb	-6.514050197, 106.6703082
Harapan Makmur, Tb (Sukabumi)	-7.2083671, 106.47457661
Utama Jaya (Setu), Tb	-6.373746667, 107.0057933
Sinar Waru, Tb	-6.428067, 106.7233732
Sinar Lestari 2, Tk	-6.5252988, 106.8148932
Cahaya Logam,Tb	-6.5807575, 106.8221277
TB. Sinar Cibubur 	-6.3653182, 106.8872485
TB Jangkar	-6.9333992, 106.9717794
Ais,Pt	-6.4323085, 107.050394
Tb. gelar wangi 	-6.9052682, 106.9293667
Sinar Jaya ( Pajajaran ), Tb	-6.58085, 106.806615
Sinar Bangunan, Tb	-6.46372, 107.0357033
Harokah, Tb	-6.4504598, 106.512684
Tb bintang jaya	-6.3618608, 106.8727871
TB Bojong barat II	-6.4338657, 106.806521
Mulya Jaya Makmur	-6.592345, 106.5417283
Setia Jaya, Tb (Tapos)	-6.434321207, 106.8665736
Arzimar Jaya, Tk	-6.586303333, 106.8134
Sgs,Pt	-6.4370757, 107.0359809
Harapan Kita, Tb	-6.456506667, 107.0423917
Puji Jaya, Tb	-6.4399709, 106.8608852
TB sawarga	-6.915167, 106.906479
Has Jaya, Tb (Sukabumi)	-6.93787985, 106.93141532
Perumahan Casa Gardenia	-6.2706555, 107.1040221
Uwais Jaya, Tb (Cianjur)	-6.8799972, 107.1118669
Tb Sinar bangun jaya	-6.457372, 106.829065
Cahaya Anugrah	-6.515186667, 106.8273617
Pabrik Batako Taufik	-6.5294147, 106.7957153
sahabat bina usaha	-6.741371, 107.02001
Sinar Borneo, Tb	-6.454069, 106.6726796
Cahaya Mandiri, Tb	-6.3745535, 106.8130443
Agung jaya	-6.915888, 106.9193053
Sinar Bogor Abadi	-6.5908565, 106.8169278
Jaya Putri Bomar, Tb	-6.443796667, 106.8357667
Sarana Bangunan Indah,Tk	-6.4364201, 106.8656563
Kampuh Jaya, Tb	-6.6978578, 106.9699395
Sahabat, Tb	-6.6710208, 106.8266873
Mawar Jaya 2, Tb	-6.67476, 106.7965333
Berkah Jaya Lestari, Tb (Cianjur)	-6.868192583, 107.0365129
Tb wirabumi	-6.921932, 106.915794
Widya, Tb (Sukabumi)	-6.9104099, 106.9774679
Sinar Jaya, Tk ( Jatayu )	-6.47947857, 106.7574729
Tri Surya, Tb	-6.45220592, 106.8637428
Mekar Jaya Abadi, Tb	-6.506123333, 106.4970117
Sejahtera, Tb	-6.476853333, 106.818265
TB. Mandiri jaya	-6.3274646, 106.9022263
Putra Bungsu, Tb (Jonggol)	-6.4470111, 107.0529709
Mitra Sederhana, Tb	-6.378996667, 106.7900967
Wahana Agung/Abadi Makmur	-6.5853813, 106.6141552
Mitra Bangunan Tb. (Pasir Putih)	-6.406528791, 106.7781879
Wisdom Property Management,Pt.	-6.4033147, 106.9978466
Sampurna, Tk/Karya Tangguh Mandiri, P	-6.3688951, 106.6816433
Liga Bangunan, Tb	-6.439975, 107.0149867
Taufik, Tb (Sukabumi)	-7.31478148, 106.62005902
Alam Jaya, Tb.	-6.43448, 107.0061
Maju Bangun Bersinar	-6.5376979, 106.7067608
Tb . Lamunsa jaya	-6.3176359, 106.8667307
Asep Bbm Ghansesa, Tb (Sukabumi)	-6.94258725, 106.92867515
Winner, Pt	-6.3557111, 106.975697
agung jaya 2	-6.907785, 106.917387
Sb,Tb	-6.3353451, 106.9665723
Lentera Mulia, Pt	-6.1553604, 106.8938951
Tb Jaya baru	-6.4129647, 106.8413537
TB. cahaya baru	-6.385692, 106.772553
Nur Ilham Fadilah, Tb	-6.6152546, 107.0244171
Pajar Agung, Tk	-6.4637011, 106.7915404
TB Kinanti 	-6.382755, 106.822176
Asia jaya tiga	-6.387998, 106.82021
Fajar Jaya, Tb	-6.5657761, 106.614222
TB. SUBUR	-6.34042, 106.873729
Bahtera Baru, Tb	-6.3756826, 106.7454167
Siname Jaya, Tb	-6.5097034, 106.8143046
Mandala Abadi, Tb	-6.54626, 106.7738233
Sumber Putra, Tb.	-6.51561, 106.86276
Cahaya Makmur, Tk ( Ciangsana )	-6.342215, 106.9639217
Katapang Jaya, Tb	-6.411748333, 106.7349533
Rahayu Jaya, Tb	-6.531503333, 106.8170633
Sentosa Makmur, Tb	-6.505461806, 106.5062818
TB. Sumber rejeki 	-6.326306, 106.868614
Mulya Sari, Tb	-6.3555518, 106.537329
Sampurna ( Gunung Sindur ), Tk	-6.385033283, 106.6793934
Makmur Jaya Ii, Tb	-6.438835097, 106.8383513
Sinar Barokah (Raga Jaya), Tb	-6.44444, 106.771565
Sumber Makmur. Tb	-6.4864071, 106.8046319
Mitra Jaya (Pemda)	-6.5118814, 106.8057853
Pembangunan, Tk	-6.454205, 106.9036583
Bangun Jaya Mandiri, Tb	-6.452563333, 106.9057533
Prima Jaya	-6.3051677, 106.9094429
Cahaya Abadi 2. Tb (Klapanunggal)	-6.445178729, 106.9858354
TB. Metro	-6.463984055731799, 106.7245964705944
Abadi Jaya, Tb (Cikereteg)	-6.690639, 106.8511696
Cipta Karya, Ud	-6.408505, 106.93647
Indo Sarana Jaya, Cv	-6.375243333, 107.0025117
Jaya Abadi, Tb	-6.4416999, 106.8422901
Gunaraya Jaya Utama, Tb	-6.46488, 107.0598467
Hdd Makmur, Tb	-6.43146, 106.7963183
Mitra Makmur, Tb	-6.487938333, 106.8432933
Fajar Sentosa, Tb	-6.4653744, 106.8282275
Batu Payung Jaya, Tb	-6.492296667, 106.81347
Anugerah Abadi. Tb	-6.69011678, 106.9418943
Al. Falah Jaya. Pb	-6.6252856, 106.6622686
TB. Doa ibu	-6.297236, 106.894441
Erik Jaya Perkasa, Tb	-6.3590406, 106.5128752
Delapan Sembilan, Tk	-6.3635, 106.9566033
Indo Bangunan, Tb	-6.349161667, 106.960545
Usaha Bersama, Tb	-6.4934476, 106.7603153
Inti Baja Pratama	-6.3567261, 106.8165141
PT. Satria Putra Persada (Narogong)	-6.431784583538836, 106.9583544829723
Dunia Bangunan, Tb	-6.589641667, 106.83013
Mandiri, Tb (Sukabumi)	-6.9608188, 106.8858252
Setia Jaya,Tb	-6.4424217, 106.7500025
Bintang Jaya, Tb (Lembah Hijau)	-6.3622564, 106.8738102
Setia Jaya	-6.598277721, 106.6537839
Makmur (Nanggung), Tb	-6.593034002, 106.5416437
Bubuay Jaya, Tb	-6.3681068, 106.5533873
Tunas Indah Jasinga, Tb	-6.4908152, 106.4560396
Citra Mandiri (Pondok Rajeg)	-6.448427397, 106.8273907
Kurnia Jaya, Tb	-6.559721667, 106.8523917
Tunas Jaya (Mekarsari), Tb	-6.365290032, 106.8593933
Saba Raya. Tk	-6.683373693, 106.6618383
Sinar Jaya, Tb (Sukabumi)	-7.26365796, 106.6277891
Usaha Baru, Tk (Bojong)	-6.705886, 106.822133
Golden Makmur, Tb	-6.435942091, 106.8514462
Bahagia, Tk	-6.634991667, 106.8079933
TB Bahagia jaya	-6.8401538, 107.1210407
Maju Jaya, Tb (Gunung Sindur)	-6.38027666666667, 106.691553333333
Jati Makmur, Tb (Cianjur)	-6.7973809, 107.1947969
Kembar Jaya, Tb	-6.375972422, 106.8635939
TB. Muria	-6.7570886, 107.1965616
Giga Jaya, Tb	-6.375764683, 106.6743797
Makmur Jaya, Tb (Caringin)	-6.48140327, 106.8107618
Sumber Kahuripan, Tb	-6.4611047, 106.9705148
Mitra Jaya Abadi, Tb	-6.48101, 106.8083867
Triana Jaya, Tb	-6.58689, 106.8457617
Kian Maju, Tb	-6.4707004, 106.7358285
Utama Baru, Tb	-6.4856068, 106.8357115
Karya Agung, Tb	-6.3236331, 106.7838584
TB. Surya david susanto	-6.3317506, 106.8861602
Mega Borneo, Tk	-6.591553333, 106.8392967
H. Hapit, Tb (Sukabumi)	-6.9559775, 106.908231
Lotus Jaya, Pd	-6.454443333, 106.9621633
Rumah Idaman, Tk	-6.425889, 106.7326872
Bukit Murah Bangunan, Tb.	-6.431124909, 106.7180297
TB ridwan jaya	-6.7957621, 107.1739997
Lima Bintang, Tb	-6.453508333, 106.9593967
Agung Jaya (Jati Mulya), Tb	-6.449036298, 106.8283109
Karisma Jaya, Tb	-6.5852597, 107.0007987
Eshan, Tb	-6.5878462, 106.7417655
Mulia Jaya (Depok), Tb	-6.392300539, 106.8400788
Sinar Makmur (Cilodong), Tb	-6.438220041, 106.834562
TB. Doa Ibu (suci)	-6.9553498, 106.9488235
Cahaya Bangunan, Tb	-6.44758381, 106.7812404
Sinar Cicadas	-6.435598333, 106.9242333
Tb. Pinang mas	-6.3043113, 106.8026953
Mitra Murah, Tb	-6.426639, 106.781676
Anugrah Jaya Mandiri, Tb	-6.515135, 106.8304867
stw	-6.455364, 106.967052
TB. Mega pratama 	-6.3105835, 106.9070124
Sumber Rejeki (Citereup), Tb	-6.48318, 106.8800933
Doa Tani, Tb (Sukabumi)	-6.8544754, 106.4474728
Perum Citayam Gerande Asri 2	-6.4476227, 106.7634363
Padasuka, Tb (Sukabumi)	-7.25840968, 106.5361358
Anugrah Tri, Tk	-6.437393333, 106.95719
Karya Indah Anugrah, Tb	-6.431388062, 106.7591888
Setinggi Langit Ketujuh (Pancoran Mas), Pt.	-6.369118333, 106.8082033
Berkah Bangunan, Tk	-6.7094784, 106.8224612
Cahaya Simpang, Tb (Sukabumi)	-6.95912265, 106.89346782
TB. Gempol jaya	-6.3125316, 106.8940411
Cahaya Sejahtera, Tb	-6.405825, 106.8050367
Berkah Razaki, Tb	-6.5602991, 106.7704615
Anugrah utama	-6.460539, 106.666841
Mandiri Jaya Abadi, Tb	-6.426876667, 106.75243
Kancil Jaya, Tb (Sukabumi)	-6.897667, 106.4646468
griya mandiri cisaat	-6.9214582, 106.8867705
Artha Baja, Tk	-6.4314809, 107.0407502
Jaya Abadi, Tb. (Serua)	-6.372571802, 106.7336602
Raka Jaya, Tb (Sukabumi)	-6.9486277, 106.95580254
Jaya Baru, Tk	-6.5176369, 106.7874938
Bina Rencana Agung Group, Pt	-6.3732866, 106.704916
Mandiri jaya	-6.3446167, 106.8905093
Mandiri Jaya, Tb (Bendungan)	-6.1947329, 106.5640545
Mitra Bangunan, Tb (Cileungsi)	-6.389789, 106.9781391
Murah, Tb.	-6.3817345, 106.8987672
Surya Baru, Tb	-6.433806667, 106.7782833
Sahabat Abadi, Tb (Sukamakmur)	-6.5910057, 107.0730848
Batara Unggul Material Indonesia, Pt	-6.1679642, 106.8196813
omega	-6.9275585, 106.9134881
TB. Usaha baru	-6.281129, 106.855071
TB. ACC	-6.242513, 106.869244
Tb Sinar pagi 	-6.3911993, 106.853331
tb taufik	-7.424708, 106.734156
Mirah Bangunan, Tb	-6.646018, 106.7810687
Agung Jaya (Cibadak)	-6.563378954, 106.6821565
Karanggan Jaya, Tb.	-6.47646, 106.8727183
Sinar Makmur Sejahtera, Tb	-6.4762935, 106.7568093
Harapan Baru, Tb (Sukabumi)	-6.97320889, 106.8581808
Binong Jaya, Tb	-6.37025, 106.5858783
Aneka Sukses, Tk	-6.34231497, 106.7924473
TB ihsan jaya	-6.423383, 106.801446
Cilaku Jaya, Tb	-6.347794393, 106.4675386
Tb Buana gemilang	-6.3891406, 106.8372389
Mitra Borneo, Tb	-6.39919265, 106.6885764
TB. Cahaya Mas 2	-6.35067, 106.89843
Mapan, Tb	-6.4221762, 106.7079004
PT. Satria Putra Persada (Branch Office Depok)	-6.4241172798494, 106.7519227811208
Tri Abadi, Tb	-6.362426917, 106.8162683
Jaya Makmur Sawangan	-6.3982187, 106.7329451
TB Oktav Bangunan	-6.4435283, 106.8575809
Hamdah 	-6.548307, 106.798918
Tb Jati makmur	-6.3834075, 106.8506529
Haikal Jaya, Tb	-6.452832883, 106.4795921
TB. MUTIARA JAYA	-6.688823173023874, 106.8780639618111
Citra Mandiri, Tb (Tapos)	-6.4269354, 106.8840661
Harapan Jaya (Sentul), Tb	-6.588928333, 106.8877283
Jks, Pt	-6.4368882, 106.9863381
Sinar Timur, Tb	-6.576151667, 106.8229667
Tb. Bojong Putra	-6.431686, 106.801719
TB Sumber Harapan Prima	-6.363479, 106.765723
Bintang Mekar, Tb	-6.545613333, 106.8249667
Berdikari Jaya, Tk	-6.9355049, 106.9315642
Bulu Intan, Tb	-6.447063686, 106.7592335
Mitra Abadi, Tb	-6.3668734, 106.8655402
Sumber Tangguh Jaya/Pb.Gorong-Gorong	-6.6617546, 106.79719
Fajar Agung, Tb (Sasak Panjang)	-6.44353688588106, 106.756083592772
TB Lestari 2	-6.828572, 107.15625
Razqia Jaya, Tb	-6.5702063, 106.6242815
Mustika Citra Bangunan, Tb	-6.444946667, 107.0429783
Panca Anugrah Depok, Tb.	-6.4085497, 106.8174626
salim jaya	-6.6603132, 106.8363343
An Jaya,Tb	-6.64701, 106.8235733
168,Tb	-6.5568781, 106.7796698
Arco Ragamukti, Tb	-6.38589778, 106.7303278
Timur Djaya, Tb	-6.58575242, 106.8504107
Sahabat Bangunan (Cileungsi)	-6.4366924, 107.036856
Mandiri ( Babakan Madang ), Tb	-6.5636316, 106.8639566
Djaya. Tb	-6.488443701, 106.834289
Cikalang Jaya, Tb	-6.716131667, 106.8201
Indah Jaya	-6.55676, 106.815375
Keluarga Bersama (Kb), Tb	-6.510664254, 106.8790424
Kamojang,Tb	-6.3942813, 106.9083489
Tb. Cahaya makmur	-6.301821, 106.7951855
Multi Bangunan, Tb.	-6.525725, 106.695875
TB. Jaya raya	-6.339306, 106.855526
TB cahaya sakti	-6.4086091, 106.8076251
Mitra Anda 2. Tb	-6.477702158, 106.7307154
Kurnia Abadi	-6.5939435, 106.7775484
Tunas mulia 2 	-6.471241, 106.759533
Murah 88, Tk	-6.3893275, 106.7715905
Sinar Kemang, Tb	-6.464038458, 106.7397401
Bintang Putra Jaya, Tb	-6.452155787, 106.9570258
Makmur Abadi. Tb	-6.39102146, 106.7381456
Agung, Tb (Gn Pancar)	-6.576693333, 106.91638
Dynamic, Tb	-6.40238333333333, 106.790943333333
Langgeng Jaya Bangunan, Tb	-6.688537, 106.7907646
Rozak Jaya, Tb	-6.407848742, 106.9101809
Cahaya Makmur Bangunan, Tb	-6.355509977, 106.4681092
Mutiara Usaha, Tb	-6.458986, 106.8488358
TB mulia abadi	-6.428793, 106.809401
TB. Karya baru	-6.260534, 106.864145
TB. Pasar Gunung	-6.486149298967375, 106.7164276078733
Restu jaya bagbagan	-7.010074, 106.583434
Semesta Bangunan,Tk	-6.5362754, 106.7726721
Sentosa, Tb	-6.598830675, 106.7667376
Kasih Pengga Inti Selaras, Pt	-6.3165096, 106.686982
Tb sinar abadi	-6.387324, 106.768897
Cahaya Pratama, Pb	-6.56857938, 106.559092
Sinar Jaya Bangunan (Rancabungur), Tb	-6.536061667, 106.702665
TB. Indo Pamoyanan	-6.6298044, 106.8069425
Rifky Cipayung, Tb	-6.41476666666667, 106.808058333333
Syariah Jaya	-6.4879403, 106.7721853
Citra Megha Bangun Sarana, Pt	-6.1126979, 107.0598491
Paledang, Pb	-6.523601, 107.0408596
Perum Griya Dirgantara Permai	-6.5408947, 106.7603239
Gilang Jaya (Ciriung), Tb	-6.472651667, 106.8646383
Karya Sumber Jaya, Pt	-6.1899947, 106.9565206
Booming Jaya, Tb	-6.5447037, 106.6449213
Surya mubarok	-6.881729, 106.889623
Cahaya Terang	-6.442213333, 107.056255
maju jaya bangunan	-6.434618, 106.708078
Pengkolan, Tb (Sukabumi)	-7.19478857, 106.4793336
Makmur (Ciujujung), Tb	-6.5460512, 106.8249627
Antas Putera Gading Sejahtera, Pt	-6.3947188, 106.9932916
Murah Bangunan (Kalisuren), Tb	-6.47126566, 106.7420923
Mekar Jaya (Batu Tulis), Tb	-6.619541667, 106.8072933
Puri Baraya, Tb	-6.649281685, 106.6704076
Mulya Jaya, Tb (Sukabumi)	-6.844175, 107.12330666
Anugrah (Jasinga), Tb	-6.4735939, 106.4667618
Utama, Tb	-6.56851112, 106.7996495
Bukit Murah Jaya, Tb	-6.42517, 106.727045
Hm Jaya. Tb (Bojongsari)	-6.375702526, 106.7346857
TB Surya mandiri	-7.2495348, 106.6447359
Kbk Berkah, Tb (Sukabumi)	-7.34256321, 106.5616549
Bintang Jaya, Tb	-6.37958798, 106.8015941
TB. Sinar Dramaga	-6.585700186729696, 106.7458868649253
Sinar Murah,Tb	-6.4630845, 106.4376425
Makmur Abadi, Tb	-6.3901632, 106.7366998
TB. Hikmah berkah	-6.9641656, 106.7426857
ruko sukses jaya	-6.537752, 106.80666
Klik Bangunan, Tk (Bogor)	-6.54658706, 106.773725
Daksina Persada, Pt	-6.5433153, 106.5277836
Cahaya Makmur (Cimanggis), Tb	-6.372333756, 106.8700032
Citra Bangunan, Tk	-6.435, 107.049995
Cahaya Citra, Tb	-6.458488333, 107.0343317
TB. Surya David Susanto	-6.316098, 106.911346
Tb Koko	-6.491014, 106.797975
Emka Jaya ( U/ Karbela Stone )	-6.502748, 107.1328916
Madura Putra, Tb	-6.60044911, 106.7794328
Bintang Terang, Tb	-6.42021231, 106.752823
As Putra Jaya, Tb (Cianjur)	-6.8442442, 107.12324551
TB Rumah bangunan	-6.340684, 106.868602
Tajur jaya	-6.475609, 106.768079
Cahaya Borneo, Tk	-6.620691667, 106.83118
TB. Karya bhakti	-6.294618, 106.900396
TB. Pasti Berkah 2	-6.7979807, 106.7659245
Jaya Perkasa Sejati, Tb.	-6.451706667, 106.9564433
Gardenia Residences	-6.4431522, 106.8048053
Bahana Bangunan, Tb	-6.6184539, 106.806714
TB Sinar Baja Beton	-6.405704, 106.77014
Kapuas Indah, Tb	-6.385433401, 106.7371465
Mitra 86, Tb (Gn. Sindur)	-6.36136166666667, 106.714775
Citra Mandiri Parakan	-6.618206617, 106.7836052
TB. Usaha Baru	-6.298856, 106.907452
Jaya Mandiri,Cv	-6.7414092, 106.8110343
Dua Putra, Tk	-6.566951303, 106.8641056
Jabar Abadi, Tb (Cianjur)	-6.8212357, 107.14863381
Murah Makmur, Tb	-6.645023333, 106.7830033
Sukses Bangunan/Pt. Karya Suks	-6.2994321, 106.6678223
TB madiauma 2	-6.9505341, 106.9330849
Perum Permata Kemang Asri	-6.4823967, 106.7057733
Jaya Lestari, Tb	-6.2226458, 106.6984026
Bahtera Mulya Jaya, Cv	-6.504055, 106.8695433
Marina Jaya, Ud	-6.31931814, 106.7953186
Sumber Alam, Tb	-6.395515, 106.9381317
Samara Cipta Mandiri,Pt	-6.3742297, 106.8168169
Sumber Mutiara, Tb (Depok)	-6.438202942, 106.7728057
Usa-2, Tk	-6.7531454, 106.7993231
Rizki Mandiri 2, Tb (Sukabumi)	-6.90701277, 106.89012296
Bunar Jaya 2, Tb	-6.455361033, 106.5112716
TB Maranti 2	-6.707255, 107.033533
Sumber Rizqi	-6.5266524, 106.8561848
PD kurnia	-6.906781, 106.889575
Fr Jaya, Tk	-6.5773486, 106.7327772
Maju Jaya, Tb (Beji)	-6.37640463, 106.8139627
Pusaka Baru I, Tb	-6.3967894, 106.9080868
makmur	-6.922061, 106.965704
Fransia Jaya 2, Tb	-6.40076777, 106.8690651
Raja Genteng, Pb	-6.5337061, 106.8070537
TB keramik	-6.894231, 106.783274
pd Rizki	-6.879966, 106.914695
Yong Jaya, Pb	-6.586027779, 106.7589903
TB. Kian Maju	-6.492308, 106.743737
Berkah Lancar, Tb	-6.472656667, 106.7580633
Mandiri Jaya. Tb (Cibungbulang)	-6.594801955, 106.6529857
Berkat Sentosa	-6.4401529, 106.9043679
Gn. Jaya, Tb	-6.5855913, 106.8499671
Laksana Barokah, Tb (Sukabumi)	-6.89963, 106.91435166
Cahaya Totogan	-6.4893522, 106.8238316
Jaya Bangunan, Tb (Bojongsari)	-6.39522386, 106.7435033
Cahaya Abadi (Klapanunggal), Tb	-6.439788333, 107.003135
Pusaka, Tk	-6.391399567, 106.9092864
Perum Griya Cilebut Asri Residence, P	-6.522106, 106.79861
Chandra Sekaba Bersama, Pt	-6.4985667, 106.8742566
Cipta Graha Tarumanagara, Pt	-6.1641707, 106.8918395
Inayah, Tb	-6.649722657, 106.6847268
PT. Satria Putra Persada (Cianjur)	-6.844259955112953, 107.1230057792739
TB. Sejahtera 1	-6.3345265, 106.8526693
Sindang Abadi, Pt	-6.33223, 106.96747
Asep BBM	-6.9426164, 106.9288475
Jaya Murni, Tb	-6.42698666666667, 106.871911666667
Duta Bangunan (Cikaret), Tb	-6.616734378, 106.7841092
Subur Abadi 2, Tb	-6.5015, 106.80982
Cahaya Mentari 2, Tb	-6.42524, 106.8371583
TB Korma Jaya	-6.407238, 106.753061
TB. Mentari jaya	-6.290819, 106.906227
Murah Indah, Tb	-6.6017722, 106.7715349
Perum Central Cimanggis	-6.4928136, 106.7948215
TB. Abadi Jaya	-6.3308566, 106.852619
TB subur jaya 	-6.6914602, 106.8453562
Citra Maju, Tb.	-6.458991667, 107.03628
Murah Bangunan (Segog), Tb	-6.634688163, 106.6793833
Duta	-6.4001847, 106.6874055
TB Hafana Jaya	-6.8426813, 107.09314
Aneka Jaya, Tb ( Ciomas)	-6.6013019, 106.762599
Cahaya Bangunan (Tapos), Tb	-6.420080177, 106.8587803
Alam Makmur, Tk	-6.555842408, 106.6310082
Chandra Jaya, Tb	-6.4139741, 106.9275282
Murah Jaya Indah Ii, Tb	-6.45996584, 106.7401659
TB agung jaya 1	-6.915964, 106.919422
Sanjaya Ii, Tb	-6.4608373, 106.8450794
Usaha Abadi, Tb	-6.383569306, 106.8866301
Cahaya Bojong Baru, Tb	-6.48206, 106.8136117
Tb. Hidup abadi	-6.3161012, 106.8160912
Sumber Batako 2, Tk	-0.6647007, 101.0711758
Eka Jaya Cibedug, Tb	-6.59758495, 106.8178394
Furama, Pt/Ponpes A	-6.4288646, 106.9240554
TB . Tugu mas 3	-6.920094, 106.974237
TB Gunung makmur	-6.770188, 107.060458
TB. Dukuh Kaler	-6.3277418, 106.8502783
Senjaya Ranca Bungur	-6.5400671, 106.7211751
Hikmah 2, Tb	-6.5748738, 106.6332547
Zamil Apif, Tb	-6.690265, 106.8992333
TB Mitra Hikmat E	-6.408178, 106.789959
Surya Pratama, Cv	-6.1558522, 106.8342711
Mudah Rejeki, Tb	-6.6219048, 106.8296066
Putra Mandiri Jaya, Tb	-6.493636733, 106.6819266
Cahaya Sukses	-6.463918, 106.45984
Klp Nusantara 2, Tb	-6.514992, 106.785373
Sinar Pribadi,Tb	-6.3399052, 106.9016595
Cahaya Sejahtera	-6.371836667, 106.7904467
TB. Hidup baru	-6.3795865, 106.9300492
Lido Bangunan,Tb	-6.741125, 106.8142917
Kencana Jaya	-6.37699, 106.8641467
TB Dwi jaya	-6.441422, 106.797025
Cahaya Mas, Tb (Depok)	-6.38900166666667, 106.911031666667
Sumber Daya Alam. Tb	-6.38526333333333, 106.717441666667
Guna Jaya, Tb	-6.405096667, 107.0333117
Sinar Anugrah, Tk	-6.687423333, 106.9405583
Adil Bangunan, Tb	-6.5642627, 106.8281623
Tb. Kemenangan	-6.3169629, 106.8789023
Batako 22	-6.3714694, 106.6975877
TB Sumber Rejeki	-6.413551, 106.754374
Sinar Jaya. Tb (Sudamanik)	-6.3845841, 106.5405334
Pelangi	-6.7075333, 107.0333735
Cahaya Berlian 2. Tb	-6.39697, 106.971781666667
Anugrah Zein 3. Tb	-6.4735674, 107.0124208
Dua Putra,Tb (Citayam)	-6.4499402, 106.8108696
Setia Jaya, Tk	-6.2434368, 107.0282853
Jaya Baru Komala	-6.6680174, 106.8663614
Rm, Pd	-6.394278797, 106.7907369
Tb Tunas baru	-6.43964, 106.836662
TB Inti Makmur	-6.4216681, 106.7525255
Tb Depok jaya	-6.434478, 106.821787
Jaya Makmur (Suka Makmur), Tb	-6.5706881, 106.9529995
TB SURYA	-6.716223, 107.028756
TB. Sinar jawai	-6.2319092, 106.87468
Jing-Jing Jaya, Tk	-6.480435, 106.8069783
Hidayah ( Leuwiliang )	-6.57449625, 106.6380345
Cibolang, Tk ( Perum Bumi Citra Asri )	-6.4849994, 106.753741
Al-Aqsa, Tk (Sukabumi)	-6.850418333, 106.7541
Sarana Indah, Tk	-6.5427805, 106.8364617
Roda Bangunan, Tb	-6.321778046, 106.8038221
Cimanggu 3d	-6.56466292, 106.7825042
Abdilah,Bpk	-6.687073, 106.9567696
Anugerah Jaya (Jatijajar), Tb	-6.4111968, 106.8643915
Pelangi Lintas Nusa, Pt.	-6.3416734, 106.5718385
Pilar Mas, Tb	-6.7186041, 106.7920645
Tb maju jaya berkah	-6.675283, 106.85736
Karya Makmur Abadi	-6.5906146, 106.8629402
Gn Jaya,Pb.	-6.5864804, 106.8458803
tb lugina motor	-7.421753, 106.710059
Kembar Jaya, Tb (Tapos)	-6.43127166666667, 106.869845
Agung Jaya (Soleh Iskandar)	-6.57004969, 106.7864309
TB Abdullah  jaya	-6.8228503, 107.0939558
TB. Pule indah	-6.3149786, 106.8770038
Jaya Makmur Rabak	-6.4576306, 106.6464973
Tb Sumber makmur	-6.4539012, 106.8186258
TB. Mawar abadi 3	-6.326227, 106.882904
Utama Indah Ii, Tb	-6.320208333, 106.96966
TB Sumber mulya	-6.733628, 107.0310924
Subur, Tk	-6.687255, 106.9390633
Sumber Abadi Jaya, Tb	-6.4294285, 107.0392011
Furama (Ponpes Ashiriyyah Nurul Iman)	-6.4222402, 106.7325943
Berkah Bangunan, Tb (Depok)	-6.3646039, 106.7641637
68, Tb (Arco)	-6.449775, 106.839685
Rheza Mandiri 1, Tb	-6.40324225, 106.8464194
TB. Tunas jaya	-6.319879, 106.883094
Wahana Baru, Tb	-6.566912052, 106.752567
Kalbar Karya, Tb	-6.421353333, 106.7667217
Sinar Sentul, Tb	-6.521155, 106.8392917
Pelita, Tb	-6.5941457, 106.759864
Surya Jaya (Depok), Tb	-6.392170913, 106.8516771
Bojong Jaya, Ud	-6.376270358, 106.4376412
Perkasa, Tk	-6.719355, 107.0617591
TB. Sinar mandiri	-6.3240923, 106.9062805
Simpang Tiga, Tb	-6.5761469, 106.6917968
Cahaya Anugrah, Tb (Depok)	-6.4308389, 106.8703871
sumber tani	-6.6272059, 106.7536633
Liga bangunan	-6.438412, 107.0235597
Sasmita, Tb (Cianjur)	-6.8273793, 107.1485804
Murah Abadi 2 ( Jonggol ), Tb	-6.464086667, 107.0661533
Panca Logam, Tb	-6.4771031, 106.870102
Cileungsi Jaya, Tk	-6.9958178, 106.5495683
TB Mutiara Bedahan	-6.413714, 106.770184
TB komando jaya	-6.809669, 107.075789
Cibanteng Raya, Tb	-6.5677386, 106.7215548
Chandra Permai 2, Tb	-6.39694558, 106.8849996
Karunia Mandiri, Tb	-6.373633839, 106.7254936
Maju Makmur Bersinar, Pt	-6.43233445, 106.733695
hikmah jaya	-6.866868394519438, 107.0881201828554
King's Putra 2	-6.59292568, 106.8647975
Mustika Jaya, Tb (Sukabumi)	-6.886436667, 106.900975
Bintang Jaya Iii, Tb	-6.385456667, 106.7909483
TB. Dharma laksana	-6.240732, 106.869444
TB Prima Jaya	-6.4061423, 106.7726557
Sumber Usaha 2, Tk	-6.4183001, 106.9356689
Sumber Rejeki	-6.4782005, 106.7898823
Cahaya Sejahtera, Tb (Krukut)	-6.371586667, 106.790175
TB. Makmur Jaya Pakansari	-6.5068032, 106.8339711
TB H Muhtar	-6.8678758, 107.0334285
Taruna Jaya 3, Tb	-6.4471285, 106.8282001
TB Guntur	-6.3990014, 106.8095455
Padan, Tk	-6.4346767, 106.788837
TB sumber mas	-6.402902, 106.782508
